00000000000191;17000005
00000000000191;21031358
00000000000191;21031519
00000000000191;21031520
00000000000191;21031521
00000000000191;21031523
00000000000191;21031524
00000000000191;21050175
00000000001678;21084473
00000000045292;21082534
00000000179736;21043753
00000000421880;21089734
00000000505714;21082453
00000028000129;21027836
00001180000126;21067971
00001180000207;17000007
00001180000207;21015299
00005063000130;21052136
00017332000189;21000304
00027571000110;21038362
00027681000181;21002720
00028986001341;21084180
00033757000181;21001098
00061315000149;21090406
00064368000113;21081483
00066526000174;21079351
00070349000108;21083197
00073957000168;21015391
00073957000834;21046864
00073957001300;21086096
00073957001482;21030381
00073957004740;21042421
00073957006956;21086079
00073961000126;21082205
00076286000199;21084183
00078338000166;21082439
00081515000163;21082401
00087537000130;21101955
00090643000173;21083713
00094661000123;21083352
00095762000119;21091365
00096117000110;21082056
00099839000129;21051741
00100209000127;21080205
00100521000110;21086854
00101040000120;21032152
00101571000465;21102144
00103582000131;21000788
00104165000103;21081954
00104352000197;21000407
00106615000105;21082358
00108593000104;21082245
00109712000143;21081969
00111045000133;21044190
00111511000180;21046405
00111511000342;21087042
00111511000504;21082168
00117419000128;21002852
00118474000132;21082075
00119712000124;21081576
00122907000123;21079572
00124587000140;21022393
00127003000190;21082660
00138806000140;21001658
00141979000118;21057180
00147109000156;21081983
00148028000170;21080597
00148302000101;21100403
00152551000170;21083382
00160029000130;21083201
00169213000141;21092944
00173304000150;21085699
00188254000185;21082699
00188466000162;21092613
00189780000160;21084177
00189806000170;21082159
00190951000170;21010168
00192724000184;21086197
00197153000170;21080444
00199238000198;21081976
00200500000177;21082141
00202283000154;21084359
00204362000102;21084210
00204689000176;21090636
00205375000350;21018119
00205824000106;21082234
00205827000131;21099483
00209243000134;21081986
00209459000108;21082861
00212675000366;21081233
00212779000109;21081893
00216516000178;21084221
00216960000193;21081835
00217067000182;21094467
00217482000136;21100811
00218067000105;21079410
00219875000189;21079749
00224853000107;21058112
00226324000142;21092564
00230751000102;21081964
00231871000116;21101253
00239347000191;21082260
00241435000128;21091434
00246428000119;21101153
00250388000189;21082157
00250421000170;21082348
00258246000168;21083750
00258563000184;21102896
00273906000180;21079643
00274562000123;21073351
00278452000130;21018373
00280960000152;21043852
00283232000102;21091631
00285082000168;21082106
00287637000100;21082542
00289348000736;21103471
00296642000180;21009352
00298749001210;21090999
00304182000194;21082528
00304908000199;21080380
00305097000140;21059042
00306476000155;21081324
00321086000154;21081509
00324548000197;21079336
00331788002758;21090396
00331788003304;21090380
00331788005269;21080240
00331788006079;21101627
00331788006583;21081202
00332511000453;21099707
00336701000104;21073378
00336701000600;21100873
00336701002573;21100902
00337565000169;21079983
00338915000705;21021002
00340529000154;21084021
00343132000116;21086410
00343369000105;21098117
00348003001788;21092137
00351210000124;21035550
00352294000110;21031701
00352294001788;21102203
00352294005775;21079463
00357038000116;21015384
00357038003646;21042754
00357038003999;21052575
00357674000148;21083121
00358323000151;21080159
00359462000108;21060904
00360269000189;21082745
00360305000104;17000002
00360305000104;21032078
00360305000104;21046100
00360305000104;21047830
00360305000104;21047836
00360305000104;21047837
00360305000104;21047838
00360305000104;21051684
00360305021616;21005749
00360305043261;21086228
00360305101130;21082343
00360436000191;21081039
00363047000110;21093575
00363645000199;21080903
00364709000176;21002380
00366080000101;21004585
00369107000101;21082320
00369633000171;21011331
00371069000121;21040716
00373392000134;21080713
00375114000116;21057929
00375972001132;21071031
00375972001213;21071066
00380464000170;21082011
00381056000133;21056180
00381056001458;21066895
00384068000111;21002472
00389481000179;21003475
00392163000167;21082058
00394460000141;21060415
00394460002195;21085517
00394460002357;21071057
00394460005887;21040474
00394460006697;21071018
00394460022706;21071056
00394460023192;21071032
00394460023516;21071016
00394460028585;21071033
00394460028909;21009285
00394460028909;21031600
00394460040950;21039449
00394460042499;21071044
00394460052370;21071034
00394494003666;21071046
00394494003747;21079720
00394494003909;21082680
00394494010441;21007047
00394494011332;21055082
00394494011413;21098424
00394494011502;21082779
00394494012061;21071047
00394502051644;21063242
00394544004687;21071014
00394585000171;21032532
00394684000153;21009030
00395988001611;21032733
00396895001288;21071067
00396895003060;21071038
00396895003140;21071048
00398022000151;21024676
00398022000232;21035570
00401120000109;21082195
00403498000133;21085641
00404789000146;21084092
00412927000210;21080001
00416973000106;21035158
00418173000124;21089998
00419103000190;21100051
00425661000169;21093873
00428307000279;21042047
00428307000511;21092037
00428307000783;21080028
00429640000111;21002809
00438973000107;21087099
00439965000185;21081315
00450276000171;21082037
00450326000110;21018746
00453504000167;21085522
00459410000103;21047238
00462179000107;21081962
00462691000145;21041008
00462691000730;21047905
00464022000102;21018257
00469171000326;21032981
00470994000100;21082036
00472957000130;21082389
00481841000168;21055373
00482840000138;21031791
00486065000199;21081608
00489828000236;21051892
00489828001631;21071019
00489828001712;21071055
00492115000140;21082209
00493356000104;21099843
00494705000102;21083994
00497373000110;21060898
00497972000133;21081960
00502753000103;21003868
00507638000113;21007807
00512528000492;21089661
00515001000179;21080855
00516634000100;21036535
00529003000117;21079369
00530823000129;21000241
00535560000140;21082035
00535990000162;21045616
00538703000178;21009921
00540463000146;21083216
00543185000180;21006418
00545727000154;21079552
00546078000106;21010957
00547816000130;21082869
00551619000194;21089967
00553006000196;21082576
00556225000129;21024793
00565442000185;21083574
00565813000129;21008870
00567892000107;21029499
00568817000160;21081078
00575250000150;21084147
00586753000120;21003181
00589066000169;21094208
00589066000240;21082094
00589066000673;21082254
00589066000754;21083003
00595978000143;21082061
00596199000162;21080371
00597306000177;21007323
00598908000149;21094280
00599346000158;21079627
00603777000140;21082695
00604122000197;21031403
00618611000106;21073493
00619967000156;21017453
00627473000113;21080460
00628815000110;21000436
00631114000130;21035153
00642740000121;21094392
00650831000109;21015118
00650831000290;21040571
00650831000370;21040558
00650831000451;21080658
00657763000100;21079523
00660631000137;21101909
00661433000198;21085647
00662270000320;21018626
00662424000111;21009686
00664689000159;21080436
00665693000131;21081970
00667602000105;21082224
00668382000126;21000810
00675732000181;21079533
00677870000523;21094307
00682614000109;21083775
00684427000156;21039037
00690686000190;21083368
00697840000155;21102655
00699228000200;21081348
00699228000383;21080759
00699759000104;21084176
00704719000103;21004374
00706418000119;21080823
00706423000121;21082760
00709559000195;21005268
00710209000149;21083594
00710597000168;21080774
00710605000176;21079896
00713610000132;21000256
00714403000100;21015442
00714649000174;21080305
00718661000157;21081997
00718661000238;21082008
00720263000175;21082139
00720408000138;21080594
00728134000123;21056123
00736437000350;21079828
00743400000197;21082203
00743490000116;21086311
00750781000131;21100976
00752214000114;21080062
00753310000187;21082416
00754723000186;21073531
00755990000178;21090422
00758665000169;21079750
00759681000176;21090272
00763549000138;21079532
00764719000107;21101647
00771598000112;21099240
00772864000121;21064925
00774626000155;21082512
00781374000191;21083373
00781894000102;21083533
00782083000118;21003353
00783093000178;21082032
00791549000141;21102304
00791549000141;21102305
00793483000129;21001309
00793959000121;21080430
00803500000161;21100144
00805163000141;21094179
00806881000132;21085654
00811990000148;21038010
00812634000149;21082903
00815695000160;21082435
00819028000155;21082335
00824499000151;21082103
00829707000105;21079509
00832159000172;21090492
00841478000144;21011500
00844104000182;21082246
00846804000106;21010988
00850209000144;21083551
00854360000150;21093316
00856213000110;21080157
00862482000199;21098437
00864214000106;21063698
00870132000174;21079397
00875135000109;21062066
00876309000140;21079708
00877677000102;21082313
00878888000160;21081625
00881168000153;21052188
00883887000103;21082064
00885768000190;21038445
00895502000128;21082696
00897070000194;21081989
00900716000145;21000086
00903356000135;21080153
00903586000102;21096750
00905649000151;21087038
00905649000232;21081173
00905736000109;21080601
00907845001560;21052534
00910509000171;21003435
00910509000414;21080849
00910509000767;21081201
00912994000112;21064620
00915086000182;21049250
00915086000263;21060455
00922379000197;21081216
00923864000770;21032823
00924845000173;21081867
00924845000335;21082235
00924845000416;21082249
00924845000688;21083705
00924845000769;21102413
00924845000920;21083404
00924845001145;21094522
00924845001226;21084139
00935689000227;21036788
00940030000188;21047239
00942190000166;21103100
00942450000101;21082371
00947984000112;21084151
00949130000175;21083748
00960036000117;21083063
00963127000106;21082636
00964971000151;21058086
00965449000194;21017006
00966891000135;21001059
00975231000110;21082731
00982913000150;21079343
00982934000176;21082126
00983048000167;21079660
00987500000169;21003881
00991023000105;21082016
00996174000156;21006867
00996762000190;21086874
00999517000136;21096747
00999935000476;21079568
01000334000128;21010520
01004788000177;21091093
01006650000107;21081600
01006896000189;21080105
01009681000383;21030508
01011244000132;21027017
01013724000132;21003486
01013974000172;21082679
01014140000181;21011008
01014373000265;21080511
01016179000642;21083931
01020616000197;21021298
01026274000112;21082495
01027335000166;21073624
01027335001642;21086621
01027335001804;21085650
01034213000105;21100854
01035897000151;21090397
01037265000127;21086067
01041688000463;21101369
01043394000128;21081127
01044210000144;21011365
01053247000139;21080730
01056640000186;21082441
01060187000181;21080280
01063433000159;21083014
01065749000180;21022142
01069664000170;21081129
01077220000186;21082009
01077495000110;21065658
01079210000180;21050838
01082331000180;21018300
01083200000118;21022486
01092686002366;21066809
01095841000192;21104089
01097783000136;21081506
01099839000191;21080810
01104244000187;21082010
01104937000170;21020216
01107387000142;21090261
01111039000491;21033488
01113694000136;21080022
01122029000109;21080152
01123678000124;21022730
01124111000172;21096748
01128902000251;21036890
01128902000413;21080719
01137706000162;21083013
01144960000198;21085672
01149162000159;21081721
01153185000137;21082930
01157227000108;21079729
01159480000109;21082666
01160487000132;21102443
01165962000163;21080688
01170691000134;21041270
01171279000139;21081085
01171815000104;21082142
01172123000172;21087036
01173348000143;21085625
01177442000170;21089507
01178362000130;21014603
01180558000169;21079883
01181242000272;21083297
01183614000119;21015070
01184255000114;21092339
01185221000144;21081302
01191673000139;21083192
01191696000143;21094751
01191961000193;21081016
01199856000109;21079943
01201172000196;21079310
01202325000110;21079805
01205032000196;21082039
01205306000147;21082448
01205308000136;21049625
01206306000161;21082027
01209357000147;21054744
01212469000157;21073687
01212918000167;21082585
01218616000104;21082047
01219152000142;21049779
01219807000182;21024516
01219954000152;21080166
01226181000131;21083736
01236739000160;21000182
01236739000321;21080934
01237548000112;21083722
01238203000183;21084093
01239748000104;21090568
01243937000150;21080076
01245055000124;21051181
01246598000166;21082283
01246739000140;21085627
01248123000109;21000049
01251215000148;21082314
01261575000120;21098469
01266385000104;21079718
01268950000164;21093124
01269040000104;21089830
01269045000129;21097583
01273995000127;21065083
01274239000112;21092464
01274239000708;21092701
01277298000144;21019622
01279297000139;21004084
01288290000183;21083089
01288907000160;21085673
01292063000121;21015286
01295051000150;21082048
01295130000161;21082028
01295548000179;21080151
01298634000135;21082223
01300809000100;21083244
01301676000188;21082123
01303418000130;21103715
01304597000120;21082480
01308372000142;21085665
01312265000198;21081992
01318063000153;21089666
01319254000130;21083758
01319494000134;21027703
01322687000144;21103314
01328654000101;21093229
01334434000190;21038144
01338486000135;21061091
01342422000108;21080086
01342600000109;21081619
01344149000150;21086328
01344436000160;21085536
01360902000100;21092748
01362082000187;21080295
01371416000189;21082001
01375433000275;21091776
01377071000170;21001691
01377555000110;21073727
01378407000110;21045607
01379987000160;21043654
01382559000196;21002369
01390877000107;21048974
01393200000114;21073733
01406617000174;21083311
01409892000141;21038369
01411962000104;21061482
01414465000151;21009129
01421582000142;21007528
01421738000195;21091355
01421761000180;21082121
01422798000122;21073743
01425676000513;21099360
01432670000301;21081252
01432670000492;21080777
01438784002060;21079762
01438784004941;21093657
01439294000115;21005149
01443257000504;21083261
01448236000158;21080509
01451234000118;21079462
01451951000140;21079379
01454889000220;21085660
01457015000146;21022322
01458655000170;21082641
01461772000193;21084169
01461959000197;21099554
01462017000476;21030390
01464059000101;21082166
01465258000126;21083617
01465472000182;21082250
01466060000167;21083868
01468282000119;21082082
01470564000150;21083272
01471922000140;21091309
01471922000220;21092016
01475907000170;21082149
01476669000117;21079884
01478398000139;21103095
01485217000100;21082296
01489065000105;21054176
01497490000146;21081559
01498181000190;21082827
01499087000156;21082736
01507305000157;21000646
01512201000130;21081949
01513366000127;21080219
01520667000420;21081974
01520667000773;21089776
01524192000440;21102289
01525013000147;21082033
01530501000142;21034224
01535723000158;21082388
01542005000109;21000457
01550635000125;21089567
01551148000187;21085926
01554285000175;21012512
01560488000174;21086420
01560929000138;21089560
01567420000117;21035967
01568083000182;21100186
01569107000118;21082187
01569755000174;21000554
01569967000151;21092781
01569967000313;21092796
01571930000168;21080521
01573107000191;21073804
01574122000154;21085629
01574763000109;21082983
01576931000103;21080693
01580723000170;21082818
01582892000149;21038671
01589479000106;21090351
01590036000135;21096749
01599409000139;21085635
01602022000194;21082353
01603719000180;21096910
01609404000140;21085588
01609747000104;21086459
01610297000170;21080993
01610503000141;21067712
01610517000165;21039295
01610517001480;21045560
01610566000106;21101875
01611117000174;21082347
01611489000109;21083408
01612289000162;21085985
01612292000186;21082918
01612386000155;21093661
01612387000108;21085999
01612444000140;21085863
01612453000131;21008553
01612552000113;21085869
01612906000120;21083409
01612911000132;21086019
01612918000154;21085865
01613067000164;21085656
01613101000109;21093487
01613120000127;21093447
01613428000172;21099394
01614158000114;21092948
01614376000159;21102877
01615224000170;21063631
01615393000100;21083410
01615998000100;21000473
01618972000107;21079716
01619179000122;21101708
01620498000158;21082023
01621714000180;21086034
01623561000100;21082019
01624729000100;21085664
01625708000109;21084140
01625708000362;21091856
01629026000166;21083233
01631022000112;21084204
01632701000106;21082752
01633134000102;21081298
01633451000129;21101164
01633840000820;21042374
01637895000132;21080087
01637895012220;21080088
01638911000101;21084384
01639573000475;21102899
01639573000556;21082323
01640625000180;21081626
01645334000509;21091143
01645738000179;21057953
01646554000123;21080958
01651522000116;21079387
01655080000186;21093212
01657003000165;21082163
01657186000119;21082070
01667417000175;21082967
01672223000320;21098737
01672643000144;21080766
01687760000181;21083569
01690582000148;21082451
01690914000194;21082927
01690962000182;21085559
01693146000122;21083166
01693525000112;21091432
01694121000143;21082481
01694296000150;21079781
01696243000179;21092945
01697279000177;21018252
01698768000143;21082555
01699525000120;21001647
01701211000114;21080008
01701211000386;21082186
01701211000548;21083579
01701257000133;21082815
01705236000196;21086478
01706048000182;21081396
01707806000187;21086439
01712981000162;21079779
01715975000169;21019864
01716725000143;21022966
01717781000100;21012484
01720480000128;21031496
01720552000137;21082241
01721193000132;21001223
01725627000253;21036462
01733628000169;21080805
01738452000138;21083123
01741355000102;21082753
01745386000123;21079854
01745412000113;21082395
01754239000110;21057821
01754239000624;21092797
01754239000896;21049266
01754239000977;21080635
01754239001000;21041850
01755315000101;21082020
01758852000105;21080790
01759236000179;21054415
01761414000104;21103337
01761800000198;21093712
01763205000191;21089584
01764170000105;21082034
01767245000101;21081284
01767723000183;21093819
01771904000183;21090319
01781936000160;21083851
01789101000156;21056081
01792003000178;21073911
01793315000104;21103762
01794903000154;21087157
01795141000100;21079730
01796657000170;21091110
01800443000120;21085684
01802124000234;21080154
01802270000189;21026482
01803799000117;21083656
01805189000152;21082674
01809520000102;21084257
01810063000176;21053601
01813375000133;21093380
01822524000120;21082130
01824980000100;21079570
